"YEAR","State","District","ANNUAL.RAINFALL_MM"
2008,"RAJASTHAN","JALORE",348.1
2009,"RAJASTHAN","JALORE",192
2010,"RAJASTHAN","JALORE",830.6
2011,"RAJASTHAN","JALORE",689.3
2012,"RAJASTHAN","JALORE",283.1
2013,"RAJASTHAN","JALORE",607.5
2014,"RAJASTHAN","JALORE",355.2
2015,"RAJASTHAN","JALORE",690.2
2000,"RAJASTHAN","JHALAWAR",726.1
2001,"RAJASTHAN","JHALAWAR",968.6
2002,"RAJASTHAN","JHALAWAR",484.3
2003,"RAJASTHAN","JHALAWAR",749.1
2004,"RAJASTHAN","JHALAWAR",808.8
2005,"RAJASTHAN","JHALAWAR",661.8
2006,"RAJASTHAN","JHALAWAR",1087
2007,"RAJASTHAN","JHALAWAR",726
2008,"RAJASTHAN","JHALAWAR",618.7
2009,"RAJASTHAN","JHALAWAR",657.9
2010,"RAJASTHAN","JHALAWAR",621.9
2011,"RAJASTHAN","JHALAWAR",1227.8
2012,"RAJASTHAN","JHALAWAR",689.9
2013,"RAJASTHAN","JHALAWAR",1438.8
2014,"RAJASTHAN","JHALAWAR",880.9
2015,"RAJASTHAN","JHALAWAR",1164.6
2000,"RAJASTHAN","JHUNJHUNU",340
2001,"RAJASTHAN","JHUNJHUNU",464.8
2002,"RAJASTHAN","JHUNJHUNU",169.3
2003,"RAJASTHAN","JHUNJHUNU",525.2
2004,"RAJASTHAN","JHUNJHUNU",320.7
2005,"RAJASTHAN","JHUNJHUNU",510.5
2006,"RAJASTHAN","JHUNJHUNU",341.7
2007,"RAJASTHAN","JHUNJHUNU",399.3
2008,"RAJASTHAN","JHUNJHUNU",484.3
2009,"RAJASTHAN","JHUNJHUNU",250
2010,"RAJASTHAN","JHUNJHUNU",763.6
2011,"RAJASTHAN","JHUNJHUNU",678.1
2012,"RAJASTHAN","JHUNJHUNU",457.8
2013,"RAJASTHAN","JHUNJHUNU",485.6
2014,"RAJASTHAN","JHUNJHUNU",464.1
2015,"RAJASTHAN","JHUNJHUNU",472.9
2000,"RAJASTHAN","JODHPUR",236.6
2001,"RAJASTHAN","JODHPUR",375.3
2002,"RAJASTHAN","JODHPUR",87.7
2003,"RAJASTHAN","JODHPUR",369.9
2004,"RAJASTHAN","JODHPUR",221.7
2005,"RAJASTHAN","JODHPUR",246.8
2006,"RAJASTHAN","JODHPUR",223.4
2007,"RAJASTHAN","JODHPUR",321.2
2008,"RAJASTHAN","JODHPUR",273.7
2009,"RAJASTHAN","JODHPUR",139.2
2010,"RAJASTHAN","JODHPUR",478.1
2011,"RAJASTHAN","JODHPUR",406.9
2012,"RAJASTHAN","JODHPUR",348.8
2013,"RAJASTHAN","JODHPUR",492.7
2014,"RAJASTHAN","JODHPUR",337.8
2015,"RAJASTHAN","JODHPUR",405.7
2000,"RAJASTHAN","KOTA",769.3
2001,"RAJASTHAN","KOTA",970.8
2002,"RAJASTHAN","KOTA",386.4
2003,"RAJASTHAN","KOTA",635.7
2004,"RAJASTHAN","KOTA",853
2005,"RAJASTHAN","KOTA",665.2
2006,"RAJASTHAN","KOTA",964.7
2007,"RAJASTHAN","KOTA",746.6
2008,"RAJASTHAN","KOTA",662.5
2009,"RAJASTHAN","KOTA",539.4
2010,"RAJASTHAN","KOTA",593.7
2011,"RAJASTHAN","KOTA",1228.7
2012,"RAJASTHAN","KOTA",636.2
2013,"RAJASTHAN","KOTA",1190.8
2014,"RAJASTHAN","KOTA",814.5
2015,"RAJASTHAN","KOTA",832.2
2000,"RAJASTHAN","NAGAUR",316.5
2001,"RAJASTHAN","NAGAUR",360.9
2002,"RAJASTHAN","NAGAUR",144.3
2003,"RAJASTHAN","NAGAUR",469.1
2004,"RAJASTHAN","NAGAUR",301.3
2005,"RAJASTHAN","NAGAUR",354.1
2006,"RAJASTHAN","NAGAUR",265.2
2007,"RAJASTHAN","NAGAUR",261
2008,"RAJASTHAN","NAGAUR",383.2
2009,"RAJASTHAN","NAGAUR",149.1
2010,"RAJASTHAN","NAGAUR",540.9
2011,"RAJASTHAN","NAGAUR",440.9
2012,"RAJASTHAN","NAGAUR",499.4
2013,"RAJASTHAN","NAGAUR",499.9
2014,"RAJASTHAN","NAGAUR",444
2015,"RAJASTHAN","NAGAUR",535.5
2000,"RAJASTHAN","PALI",337.3
2001,"RAJASTHAN","PALI",554.9
2002,"RAJASTHAN","PALI",176
2003,"RAJASTHAN","PALI",549.7
2004,"RAJASTHAN","PALI",360
2005,"RAJASTHAN","PALI",358.4
2006,"RAJASTHAN","PALI",533
2007,"RAJASTHAN","PALI",444.1
2008,"RAJASTHAN","PALI",280.6
2009,"RAJASTHAN","PALI",270.6
2010,"RAJASTHAN","PALI",670.3
2011,"RAJASTHAN","PALI",645.9
2012,"RAJASTHAN","PALI",505.9
2013,"RAJASTHAN","PALI",538.5
2014,"RAJASTHAN","PALI",538.4
2015,"RAJASTHAN","PALI",572
2000,"RAJASTHAN","SWAMI MADHOPUR",389.8
2001,"RAJASTHAN","SWAMI MADHOPUR",645.4
2002,"RAJASTHAN","SWAMI MADHOPUR",239.6
2003,"RAJASTHAN","SWAMI MADHOPUR",661.1
2004,"RAJASTHAN","SWAMI MADHOPUR",608.7
2005,"RAJASTHAN","SWAMI MADHOPUR",559.1
2006,"RAJASTHAN","SWAMI MADHOPUR",426.2
2007,"RAJASTHAN","SWAMI MADHOPUR",463.4
2008,"RAJASTHAN","SWAMI MADHOPUR",744.2
2009,"RAJASTHAN","SWAMI MADHOPUR",421.2
2010,"RAJASTHAN","SWAMI MADHOPUR",818.3
2011,"RAJASTHAN","SWAMI MADHOPUR",820.7
2012,"RAJASTHAN","SWAMI MADHOPUR",700.7
2013,"RAJASTHAN","SWAMI MADHOPUR",940
2014,"RAJASTHAN","SWAMI MADHOPUR",731.3
2015,"RAJASTHAN","SWAMI MADHOPUR",574.4
2000,"RAJASTHAN","SIKAR",278.9
2001,"RAJASTHAN","SIKAR",458.8
2002,"RAJASTHAN","SIKAR",198.1
2003,"RAJASTHAN","SIKAR",477
2004,"RAJASTHAN","SIKAR",287.2
2005,"RAJASTHAN","SIKAR",338
2006,"RAJASTHAN","SIKAR",344.1
2007,"RAJASTHAN","SIKAR",315.1
2008,"RAJASTHAN","SIKAR",535.8
2009,"RAJASTHAN","SIKAR",176.9
2010,"RAJASTHAN","SIKAR",820.5
2011,"RAJASTHAN","SIKAR",635.2
2012,"RAJASTHAN","SIKAR",641.4
2013,"RAJASTHAN","SIKAR",517.5
2014,"RAJASTHAN","SIKAR",510.6
2015,"RAJASTHAN","SIKAR",625.2
2000,"RAJASTHAN","SIROHI",512.5
2001,"RAJASTHAN","SIROHI",742.6
2002,"RAJASTHAN","SIROHI",270.5
2003,"RAJASTHAN","SIROHI",922.7
2004,"RAJASTHAN","SIROHI",675.8
2005,"RAJASTHAN","SIROHI",948.6
2006,"RAJASTHAN","SIROHI",1545.5
2007,"RAJASTHAN","SIROHI",862.2
2008,"RAJASTHAN","SIROHI",468.1
2009,"RAJASTHAN","SIROHI",473.9
2010,"RAJASTHAN","SIROHI",1447.4
2011,"RAJASTHAN","SIROHI",1080.9
2012,"RAJASTHAN","SIROHI",805.2
2013,"RAJASTHAN","SIROHI",957.5
2014,"RAJASTHAN","SIROHI",722.7
2015,"RAJASTHAN","SIROHI",1133.6
2000,"RAJASTHAN","TONK",501
2001,"RAJASTHAN","TONK",577.3
2002,"RAJASTHAN","TONK",239.8
2003,"RAJASTHAN","TONK",626.3
2004,"RAJASTHAN","TONK",508.7
2005,"RAJASTHAN","TONK",390.7
2006,"RAJASTHAN","TONK",278.6
2007,"RAJASTHAN","TONK",382.5
2008,"RAJASTHAN","TONK",547.2
2009,"RAJASTHAN","TONK",287.8
2010,"RAJASTHAN","TONK",784.7
2011,"RAJASTHAN","TONK",867.4
2012,"RAJASTHAN","TONK",667.4
2013,"RAJASTHAN","TONK",792.9
2014,"RAJASTHAN","TONK",790.2
2015,"RAJASTHAN","TONK",607.2
2000,"RAJASTHAN","UDAIPUR",399.9
2001,"RAJASTHAN","UDAIPUR",633.3
2002,"RAJASTHAN","UDAIPUR",387.7
2003,"RAJASTHAN","UDAIPUR",658
2004,"RAJASTHAN","UDAIPUR",608.5
2005,"RAJASTHAN","UDAIPUR",705.4
2006,"RAJASTHAN","UDAIPUR",1092
2007,"RAJASTHAN","UDAIPUR",513.8
2008,"RAJASTHAN","UDAIPUR",594.5
2009,"RAJASTHAN","UDAIPUR",578.1
2010,"RAJASTHAN","UDAIPUR",897
2011,"RAJASTHAN","UDAIPUR",877
2012,"RAJASTHAN","UDAIPUR",704.2
2013,"RAJASTHAN","UDAIPUR",747.6
2014,"RAJASTHAN","UDAIPUR",739.2
2015,"RAJASTHAN","UDAIPUR",679.6
2000,"PUNJAB","GURDASPUR",830.1
2001,"PUNJAB","GURDASPUR",1066.7
2002,"PUNJAB","GURDASPUR",626.2
2003,"PUNJAB","GURDASPUR",1092.6
2004,"PUNJAB","GURDASPUR",761.1
2005,"PUNJAB","GURDASPUR",925.2
2006,"PUNJAB","GURDASPUR",951.5
2007,"PUNJAB","GURDASPUR",1188.5
2008,"PUNJAB","GURDASPUR",1220.4
2009,"PUNJAB","GURDASPUR",568.3
2010,"PUNJAB","GURDASPUR",445.9
2011,"PUNJAB","GURDASPUR",620.1
2012,"PUNJAB","GURDASPUR",1178.7
2013,"PUNJAB","GURDASPUR",1499.1
2014,"PUNJAB","GURDASPUR",1047.3
2015,"PUNJAB","GURDASPUR",1167.7
2000,"PUNJAB","AMRITSAR",207.9
2001,"PUNJAB","AMRITSAR",350.7
2002,"PUNJAB","AMRITSAR",215.7
2003,"PUNJAB","AMRITSAR",454.6
2004,"PUNJAB","AMRITSAR",303.1
2005,"PUNJAB","AMRITSAR",527.4
2006,"PUNJAB","AMRITSAR",572.3
2007,"PUNJAB","AMRITSAR",579
2008,"PUNJAB","AMRITSAR",869.3
2009,"PUNJAB","AMRITSAR",263
2010,"PUNJAB","AMRITSAR",679.3
2011,"PUNJAB","AMRITSAR",332.2
2012,"PUNJAB","AMRITSAR",469.1
2013,"PUNJAB","AMRITSAR",685.8
2014,"PUNJAB","AMRITSAR",325.8
2015,"PUNJAB","AMRITSAR",562.9
2000,"PUNJAB","KAPURTHALA",542
2001,"PUNJAB","KAPURTHALA",704
2002,"PUNJAB","KAPURTHALA",155
2003,"PUNJAB","KAPURTHALA",401.4
2004,"PUNJAB","KAPURTHALA",230.9
2005,"PUNJAB","KAPURTHALA",645.6
2006,"PUNJAB","KAPURTHALA",453
2007,"PUNJAB","KAPURTHALA",195.6
2008,"PUNJAB","KAPURTHALA",712.5
2009,"PUNJAB","KAPURTHALA",756.5
2010,"PUNJAB","KAPURTHALA",554.5
2011,"PUNJAB","KAPURTHALA",7
2012,"PUNJAB","KAPURTHALA",597.9
2013,"PUNJAB","KAPURTHALA",696.7
2014,"PUNJAB","KAPURTHALA",605.7
2015,"PUNJAB","KAPURTHALA",659.2
2000,"PUNJAB","JALANDHAR",364.2
2001,"PUNJAB","JALANDHAR",399
2002,"PUNJAB","JALANDHAR",285.7
2003,"PUNJAB","JALANDHAR",619.5
2004,"PUNJAB","JALANDHAR",431.4
2005,"PUNJAB","JALANDHAR",848.1
2006,"PUNJAB","JALANDHAR",502.3
2007,"PUNJAB","JALANDHAR",583.1
2008,"PUNJAB","JALANDHAR",724.7
2009,"PUNJAB","JALANDHAR",607.4
2010,"PUNJAB","JALANDHAR",560.3
2011,"PUNJAB","JALANDHAR",666.8
2012,"PUNJAB","JALANDHAR",399.3
2013,"PUNJAB","JALANDHAR",593.9
2014,"PUNJAB","JALANDHAR",311.3
2015,"PUNJAB","JALANDHAR",376
2000,"PUNJAB","HOSHIARPUR",658
2001,"PUNJAB","HOSHIARPUR",467.7
2002,"PUNJAB","HOSHIARPUR",410.5
2003,"PUNJAB","HOSHIARPUR",735.3
2004,"PUNJAB","HOSHIARPUR",523.7
2005,"PUNJAB","HOSHIARPUR",679.1
2006,"PUNJAB","HOSHIARPUR",455.5
2007,"PUNJAB","HOSHIARPUR",587.7
2008,"PUNJAB","HOSHIARPUR",993.1
2009,"PUNJAB","HOSHIARPUR",590
2010,"PUNJAB","HOSHIARPUR",635.8
2011,"PUNJAB","HOSHIARPUR",673.8
2012,"PUNJAB","HOSHIARPUR",442.5
2013,"PUNJAB","HOSHIARPUR",586
2014,"PUNJAB","HOSHIARPUR",462.8
2015,"PUNJAB","HOSHIARPUR",593.8
2000,"PUNJAB","ROOPNAGAR / ROPAR",793.4
2001,"PUNJAB","ROOPNAGAR / ROPAR",760.2
2002,"PUNJAB","ROOPNAGAR / ROPAR",655.9
2003,"PUNJAB","ROOPNAGAR / ROPAR",626.7
2004,"PUNJAB","ROOPNAGAR / ROPAR",636.7
2005,"PUNJAB","ROOPNAGAR / ROPAR",443.6
2006,"PUNJAB","ROOPNAGAR / ROPAR",791.9
2007,"PUNJAB","ROOPNAGAR / ROPAR",990.2
2008,"PUNJAB","ROOPNAGAR / ROPAR",1052.1
2009,"PUNJAB","ROOPNAGAR / ROPAR",679.2
2010,"PUNJAB","ROOPNAGAR / ROPAR",897.2
2011,"PUNJAB","ROOPNAGAR / ROPAR",11.9
2012,"PUNJAB","ROOPNAGAR / ROPAR",782.9
2013,"PUNJAB","ROOPNAGAR / ROPAR",957.8
2014,"PUNJAB","ROOPNAGAR / ROPAR",625.9
2015,"PUNJAB","ROOPNAGAR / ROPAR",830.2
2000,"PUNJAB","LUDHIANA",437.2
2001,"PUNJAB","LUDHIANA",621.4
2002,"PUNJAB","LUDHIANA",634.6
2003,"PUNJAB","LUDHIANA",474
2004,"PUNJAB","LUDHIANA",270
2005,"PUNJAB","LUDHIANA",452.4
2006,"PUNJAB","LUDHIANA",390.5
2007,"PUNJAB","LUDHIANA",428.5
2008,"PUNJAB","LUDHIANA",840.9
2009,"PUNJAB","LUDHIANA",552.9
2010,"PUNJAB","LUDHIANA",604
2011,"PUNJAB","LUDHIANA",68.6
2012,"PUNJAB","LUDHIANA",308.3
2013,"PUNJAB","LUDHIANA",554.5
2014,"PUNJAB","LUDHIANA",360.3
2015,"PUNJAB","LUDHIANA",622.4
2000,"PUNJAB","FEROZPUR",130.3
2001,"PUNJAB","FEROZPUR",107.3
2002,"PUNJAB","FEROZPUR",40
2003,"PUNJAB","FEROZPUR",29.8
2004,"PUNJAB","FEROZPUR",175.3
2005,"PUNJAB","FEROZPUR",291
2006,"PUNJAB","FEROZPUR",245.1
2007,"PUNJAB","FEROZPUR",306.6
2008,"PUNJAB","FEROZPUR",119.3
2009,"PUNJAB","FEROZPUR",133
2010,"PUNJAB","FEROZPUR",203.4
2011,"PUNJAB","FEROZPUR",61.8
2012,"PUNJAB","FEROZPUR",65.5
2013,"PUNJAB","FEROZPUR",333.7
2014,"PUNJAB","FEROZPUR",204.7
2015,"PUNJAB","FEROZPUR",169.9
2000,"PUNJAB","BHATINDA",136.1
2001,"PUNJAB","BHATINDA",197.8
2002,"PUNJAB","BHATINDA",64.7
2003,"PUNJAB","BHATINDA",335.9
2004,"PUNJAB","BHATINDA",209.5
2005,"PUNJAB","BHATINDA",533.5
2006,"PUNJAB","BHATINDA",380.2
2007,"PUNJAB","BHATINDA",259.2
2008,"PUNJAB","BHATINDA",527
2009,"PUNJAB","BHATINDA",252
2010,"PUNJAB","BHATINDA",253
2011,"PUNJAB","BHATINDA",132.2
2012,"PUNJAB","BHATINDA",215.9
2013,"PUNJAB","BHATINDA",592.5
2014,"PUNJAB","BHATINDA",336.8
2015,"PUNJAB","BHATINDA",399.2
2000,"PUNJAB","SANGRUR",202
2001,"PUNJAB","SANGRUR",173.8
2002,"PUNJAB","SANGRUR",58.4
2003,"PUNJAB","SANGRUR",286
2004,"PUNJAB","SANGRUR",311.2
2005,"PUNJAB","SANGRUR",500.4
2006,"PUNJAB","SANGRUR",339
2007,"PUNJAB","SANGRUR",159.5
2008,"PUNJAB","SANGRUR",418.5
2009,"PUNJAB","SANGRUR",324.5
2010,"PUNJAB","SANGRUR",416.1
2011,"PUNJAB","SANGRUR",30.5
2012,"PUNJAB","SANGRUR",214.4
2013,"PUNJAB","SANGRUR",325.4
2014,"PUNJAB","SANGRUR",270.3
2015,"PUNJAB","SANGRUR",492.7
2000,"PUNJAB","PATIALA",641.2
2001,"PUNJAB","PATIALA",622.9
2002,"PUNJAB","PATIALA",532.7
2003,"PUNJAB","PATIALA",655.3
2004,"PUNJAB","PATIALA",808.7
2005,"PUNJAB","PATIALA",645.2
2006,"PUNJAB","PATIALA",382.6
2007,"PUNJAB","PATIALA",464.8
2008,"PUNJAB","PATIALA",1320.4
2009,"PUNJAB","PATIALA",516.1
2010,"PUNJAB","PATIALA",483.7
2011,"PUNJAB","PATIALA",79.5
2012,"PUNJAB","PATIALA",371.6
2013,"PUNJAB","PATIALA",503.8
2014,"PUNJAB","PATIALA",395.8
2015,"PUNJAB","PATIALA",514.1
2000,"HARYANA","HISSAR",95
2001,"HARYANA","HISSAR",402.1
2002,"HARYANA","HISSAR",132.5
2003,"HARYANA","HISSAR",440.1
2004,"HARYANA","HISSAR",300.9
2005,"HARYANA","HISSAR",474.3
2006,"HARYANA","HISSAR",253.3
2007,"HARYANA","HISSAR",198.3
2008,"HARYANA","HISSAR",446.7
2009,"HARYANA","HISSAR",261
2010,"HARYANA","HISSAR",330.2
2011,"HARYANA","HISSAR",300.4
2012,"HARYANA","HISSAR",265.6
2013,"HARYANA","HISSAR",415.4
2014,"HARYANA","HISSAR",186.4
2015,"HARYANA","HISSAR",299
2000,"HARYANA","GURGAON",362.7
2001,"HARYANA","GURGAON",439.7
2002,"HARYANA","GURGAON",336.1
2003,"HARYANA","GURGAON",761.2
2004,"HARYANA","GURGAON",558.2
2005,"HARYANA","GURGAON",638.3
2006,"HARYANA","GURGAON",316.5
2007,"HARYANA","GURGAON",435.1
2008,"HARYANA","GURGAON",614.1
2009,"HARYANA","GURGAON",437
2010,"HARYANA","GURGAON",1019.3
2011,"HARYANA","GURGAON",461.6
2012,"HARYANA","GURGAON",486
2013,"HARYANA","GURGAON",401
2014,"HARYANA","GURGAON",297
2015,"HARYANA","GURGAON",466.7
2000,"HARYANA","JIND",350
2001,"HARYANA","JIND",511.2
2002,"HARYANA","JIND",337.6
2003,"HARYANA","JIND",444
2004,"HARYANA","JIND",634.7
2005,"HARYANA","JIND",813.6
2006,"HARYANA","JIND",352.4
2007,"HARYANA","JIND",464
2008,"HARYANA","JIND",561.7
2009,"HARYANA","JIND",406.8
2010,"HARYANA","JIND",711.7
2011,"HARYANA","JIND",688.7
2012,"HARYANA","JIND",220.6
2013,"HARYANA","JIND",485.7
2014,"HARYANA","JIND",282.9
2015,"HARYANA","JIND",416.8
2000,"HARYANA","MAHENDRAGARH / NARNAUL",285.6
2001,"HARYANA","MAHENDRAGARH / NARNAUL",449
2002,"HARYANA","MAHENDRAGARH / NARNAUL",150.2
2003,"HARYANA","MAHENDRAGARH / NARNAUL",405.4
2004,"HARYANA","MAHENDRAGARH / NARNAUL",264.4
2005,"HARYANA","MAHENDRAGARH / NARNAUL",323.1
2006,"HARYANA","MAHENDRAGARH / NARNAUL",160.4
2007,"HARYANA","MAHENDRAGARH / NARNAUL",330.8
2008,"HARYANA","MAHENDRAGARH / NARNAUL",827.5
2009,"HARYANA","MAHENDRAGARH / NARNAUL",276.9
2010,"HARYANA","MAHENDRAGARH / NARNAUL",704
2011,"HARYANA","MAHENDRAGARH / NARNAUL",593.3
2012,"HARYANA","MAHENDRAGARH / NARNAUL",377.6
2013,"HARYANA","MAHENDRAGARH / NARNAUL",407.7
2014,"HARYANA","MAHENDRAGARH / NARNAUL",293.6
2015,"HARYANA","MAHENDRAGARH / NARNAUL",273.7
2000,"HARYANA","AMBALA",931
2001,"HARYANA","AMBALA",957.9
2002,"HARYANA","AMBALA",978.1
2003,"HARYANA","AMBALA",1085
2004,"HARYANA","AMBALA",1202.9
2005,"HARYANA","AMBALA",1058.2
2006,"HARYANA","AMBALA",669.7
2007,"HARYANA","AMBALA",954.5
2008,"HARYANA","AMBALA",1227.9
2009,"HARYANA","AMBALA",779.5
2010,"HARYANA","AMBALA",1172
2011,"HARYANA","AMBALA",1215
2012,"HARYANA","AMBALA",549.5
2013,"HARYANA","AMBALA",947.6
2014,"HARYANA","AMBALA",686.4
2015,"HARYANA","AMBALA",689.9
2000,"HARYANA","KARNAL",470.5
2001,"HARYANA","KARNAL",524
2002,"HARYANA","KARNAL",277
2003,"HARYANA","KARNAL",423.6
2004,"HARYANA","KARNAL",630.3
2005,"HARYANA","KARNAL",562.7
2006,"HARYANA","KARNAL",322
2007,"HARYANA","KARNAL",600.3
2008,"HARYANA","KARNAL",613.6
2009,"HARYANA","KARNAL",485.6
2010,"HARYANA","KARNAL",581.8
2011,"HARYANA","KARNAL",487.5
2012,"HARYANA","KARNAL",359.6
2013,"HARYANA","KARNAL",691.8
2014,"HARYANA","KARNAL",561.7
2015,"HARYANA","KARNAL",639.7
2000,"HARYANA","ROHTAK",437.7
2001,"HARYANA","ROHTAK",559.5
2002,"HARYANA","ROHTAK",342
2003,"HARYANA","ROHTAK",536
2004,"HARYANA","ROHTAK",400.4
2005,"HARYANA","ROHTAK",611.5
2006,"HARYANA","ROHTAK",432.9
2007,"HARYANA","ROHTAK",235.4
2008,"HARYANA","ROHTAK",580.6
2009,"HARYANA","ROHTAK",402.8
2010,"HARYANA","ROHTAK",474.5
2011,"HARYANA","ROHTAK",243
2012,"HARYANA","ROHTAK",263.5
2013,"HARYANA","ROHTAK",262.8
2014,"HARYANA","ROHTAK",147.7
2015,"HARYANA","ROHTAK",322.3
2000,"UTTAR PRADESH","SAHARANPUR",443.6
2002,"UTTAR PRADESH","SAHARANPUR",944.1
2004,"UTTAR PRADESH","SAHARANPUR",932.6
2005,"UTTAR PRADESH","SAHARANPUR",1135.1
2006,"UTTAR PRADESH","SAHARANPUR",506
2007,"UTTAR PRADESH","SAHARANPUR",887.6
2008,"UTTAR PRADESH","SAHARANPUR",768.4
2009,"UTTAR PRADESH","SAHARANPUR",555
2010,"UTTAR PRADESH","SAHARANPUR",670.3
2011,"UTTAR PRADESH","SAHARANPUR",883.7
2012,"UTTAR PRADESH","SAHARANPUR",713.3
2013,"UTTAR PRADESH","SAHARANPUR",1541.9
2014,"UTTAR PRADESH","SAHARANPUR",567.6
2015,"UTTAR PRADESH","SAHARANPUR",737.5
2000,"UTTAR PRADESH","MUZAFFARNAGAR",257.8
2002,"UTTAR PRADESH","MUZAFFARNAGAR",891.9
2004,"UTTAR PRADESH","MUZAFFARNAGAR",408.4
2005,"UTTAR PRADESH","MUZAFFARNAGAR",823.2
2006,"UTTAR PRADESH","MUZAFFARNAGAR",662
2007,"UTTAR PRADESH","MUZAFFARNAGAR",478.8
2008,"UTTAR PRADESH","MUZAFFARNAGAR",245.6
2009,"UTTAR PRADESH","MUZAFFARNAGAR",282.9
2010,"UTTAR PRADESH","MUZAFFARNAGAR",450.6
2011,"UTTAR PRADESH","MUZAFFARNAGAR",503.9
2012,"UTTAR PRADESH","MUZAFFARNAGAR",509.1
2013,"UTTAR PRADESH","MUZAFFARNAGAR",1063.7
2014,"UTTAR PRADESH","MUZAFFARNAGAR",510.4
2015,"UTTAR PRADESH","MUZAFFARNAGAR",784.3
2000,"UTTAR PRADESH","MEERUT",309.1
2002,"UTTAR PRADESH","MEERUT",975
2004,"UTTAR PRADESH","MEERUT",722.3
2005,"UTTAR PRADESH","MEERUT",600
2006,"UTTAR PRADESH","MEERUT",210
2007,"UTTAR PRADESH","MEERUT",365.2
2008,"UTTAR PRADESH","MEERUT",437.4
2009,"UTTAR PRADESH","MEERUT",221.7
2010,"UTTAR PRADESH","MEERUT",376.9
2011,"UTTAR PRADESH","MEERUT",438.4
2012,"UTTAR PRADESH","MEERUT",395.4
2013,"UTTAR PRADESH","MEERUT",923.8
2014,"UTTAR PRADESH","MEERUT",467
2015,"UTTAR PRADESH","MEERUT",587.5
2000,"UTTAR PRADESH","BULAND SHAHAR",133.1
2002,"UTTAR PRADESH","BULAND SHAHAR",413.9
2004,"UTTAR PRADESH","BULAND SHAHAR",484.9
2005,"UTTAR PRADESH","BULAND SHAHAR",705.5
2006,"UTTAR PRADESH","BULAND SHAHAR",346
2007,"UTTAR PRADESH","BULAND SHAHAR",448.6
2008,"UTTAR PRADESH","BULAND SHAHAR",732.8
2009,"UTTAR PRADESH","BULAND SHAHAR",399.2
2010,"UTTAR PRADESH","BULAND SHAHAR",351.1
2011,"UTTAR PRADESH","BULAND SHAHAR",330.5
2012,"UTTAR PRADESH","BULAND SHAHAR",398.6
2013,"UTTAR PRADESH","BULAND SHAHAR",530.7
2014,"UTTAR PRADESH","BULAND SHAHAR",340.3
2015,"UTTAR PRADESH","BULAND SHAHAR",552.4
2000,"UTTAR PRADESH","ALIGARH",141.3
2002,"UTTAR PRADESH","ALIGARH",400.3
2004,"UTTAR PRADESH","ALIGARH",513.7
2005,"UTTAR PRADESH","ALIGARH",638.3
2006,"UTTAR PRADESH","ALIGARH",271
2007,"UTTAR PRADESH","ALIGARH",521.3
2008,"UTTAR PRADESH","ALIGARH",879.2
2009,"UTTAR PRADESH","ALIGARH",252.7
2010,"UTTAR PRADESH","ALIGARH",437.4
2011,"UTTAR PRADESH","ALIGARH",422
2012,"UTTAR PRADESH","ALIGARH",496.6
2013,"UTTAR PRADESH","ALIGARH",650.5
2014,"UTTAR PRADESH","ALIGARH",387.1
2015,"UTTAR PRADESH","ALIGARH",543.8
2000,"UTTAR PRADESH","MATHURA",258.7
2002,"UTTAR PRADESH","MATHURA",532.9
2004,"UTTAR PRADESH","MATHURA",487.1
2005,"UTTAR PRADESH","MATHURA",879.5
2006,"UTTAR PRADESH","MATHURA",306
2007,"UTTAR PRADESH","MATHURA",277.1
2008,"UTTAR PRADESH","MATHURA",831.1
2009,"UTTAR PRADESH","MATHURA",377.8
2010,"UTTAR PRADESH","MATHURA",431.6
2011,"UTTAR PRADESH","MATHURA",507.6
2012,"UTTAR PRADESH","MATHURA",542.6
2013,"UTTAR PRADESH","MATHURA",435.8
2014,"UTTAR PRADESH","MATHURA",270.2
2015,"UTTAR PRADESH","MATHURA",503.4
2000,"UTTAR PRADESH","AGRA",130.5
2002,"UTTAR PRADESH","AGRA",398.5
2004,"UTTAR PRADESH","AGRA",432.3
2005,"UTTAR PRADESH","AGRA",423.5
2006,"UTTAR PRADESH","AGRA",328
2007,"UTTAR PRADESH","AGRA",366.8
2008,"UTTAR PRADESH","AGRA",545.1
2009,"UTTAR PRADESH","AGRA",354.2
2010,"UTTAR PRADESH","AGRA",298.5
2011,"UTTAR PRADESH","AGRA",277.3
2012,"UTTAR PRADESH","AGRA",593.2
2013,"UTTAR PRADESH","AGRA",711
2014,"UTTAR PRADESH","AGRA",362.9
2015,"UTTAR PRADESH","AGRA",373.4
2000,"UTTAR PRADESH","MAINPURI",262.4
2002,"UTTAR PRADESH","MAINPURI",656.4
2004,"UTTAR PRADESH","MAINPURI",685.5
2005,"UTTAR PRADESH","MAINPURI",631.3
2006,"UTTAR PRADESH","MAINPURI",133
2007,"UTTAR PRADESH","MAINPURI",-1
2008,"UTTAR PRADESH","MAINPURI",1188.2
2009,"UTTAR PRADESH","MAINPURI",521.9
2010,"UTTAR PRADESH","MAINPURI",800.6
2011,"UTTAR PRADESH","MAINPURI",335.6
2012,"UTTAR PRADESH","MAINPURI",396.2
2013,"UTTAR PRADESH","MAINPURI",795.5
2014,"UTTAR PRADESH","MAINPURI",275.1
2015,"UTTAR PRADESH","MAINPURI",336.4
2000,"UTTAR PRADESH","ETAH",76.2
2002,"UTTAR PRADESH","ETAH",391
2004,"UTTAR PRADESH","ETAH",485.9
